target question,query entities,target clarification question,valid clarifying entities,candidates,iir outputs,iir f1,iir bleu,gpt3 only query outputs,gpt3 only query f1,gpt3 only query bleu,gpt3 only actual outputs,gpt3 only actual f1,gpt3 only actual bleu,gpt3 pair outputs,gpt3 pair f1,gpt3 pair bleu,gpt3 choices outputs,gpt3 choices f1,gpt3 choices bleu,t5 only query outputs,t5 only query f1,t5 only query bleu,t5 only actual outputs,t5 only actual f1,t5 only actual bleu,t5 pair outputs,t5 pair f1,t5 pair bleu,t5 choices outputs,t5 choices f1,t5 choices bleu
What signs and symptoms are seen with excess GH and IGF-1 production?,"['igf', 'gh']",Do you want to know about overproduction of GH and IGF-1?,{'overproduct'},"['What signs and symptoms are seen with deficient GH and IGF-1?', 'What signs and symptoms are seen with excess GH and IGF-1 production?']","Do you want to know about igf, gh, and defici?",0,1.0097303962829152, Do you want to know about the IGF1 and GH tests?,0,1.0097303962829152, Do you want to know about the signs and symptoms of excess GH and IGF-,0,0.7016548624658421, Do you want to know about the signs and symptoms of excess GH and IGF-,0,0.7016548624658421, Do you want to know about the signs and symptoms of deficient or excess GH and,0,0.5490746028893664,Do you want to know about IGF1 GH?,0,1.2276169872346532,Do you want to know about signs and symptoms of excess GH and IGF-1 production,0,0.580240235081671,Do you want to know about signs and symptoms of excess GH and IGF-1 production,0,0.580240235081671,Do you want to know about signs and symptoms with deficient GH and IGF-1 produc,0,0.580240235081671
Can platelet function assays be used to assess clopidogrel response?,"['platelet', 'clopidogrel']",Do you want to know about how platelet can be used with clopidogrel?,{'use'},['Can platelet function assays be used to assess clopidogrel response?'],"Do you want to know about platelet, clopidogrel, and respons?",0,0.7987822049880149, Do you want to know about clopidogrel and its effects on plate,0,0.9396600131639694, Do you want to know about using platelet function assays to assess clop,0.33333333333333337,0.4879219336661498, Do you want to know about platelet function assays and clopidog,0,0.5573682169778019, Do you want to know about using platelet function assays to assess clop,0.33333333333333337,0.4879219336661498,Do you want to know about clopidogrel platelet?,0,1.2276169872346532,Do you want to know about platelet function assays for clopido,0,0.5573682169778019,Do you want to know about platelet function assays for clopido,0,0.5573682169778019,Do you want to know about platelet function assays for clopido,0,0.5573682169778019
Can a throat swab be used instead of a nasopharyngeal sample from my nose?,"['throat', 'swab']",Do you want to know about swabbing your throat instead of a nasopharyngeal sample?,"{'nasopharyng', 'instead', 'sampl'}",['Can a throat swab be used instead of a nasopharyngeal sample from my nose?'],"Do you want to know about throat, swab, and nasopharyng?",0.5,0.715673836570804, Do you want to know how to properly swab your throat?,0,0.8049059473225744, Do you want to know about using a throat swab for a nasopharyn,0,0.6307153301422551, Do you want to know about using a throat swab for a nasopharyn,0,0.6307153301422551, Do you want to know about using a throat swab for a nasopharyn,0,0.6307153301422551,Do you want to know about throat swab?,0,0.7445873411418696,Do you want to know about how to use throat swab instead ,0.4,0.6669002655038488,Do you want to know about throat swab?,0,0.7445873411418696,Do you want to know about how to use throat swab instead ,0.4,0.6669002655038488
The results of my hepatitis panel came back negative.  What other conditions can cause similar symptoms?,"['hepat', 'neg']",Do you want to know about negative hepatitis result's meanings and consequences?,"{'result', 'mean', 'consequ'}",['The results of my hepatitis panel came back negative.  What other conditions can cause similar symptoms?'],"Do you want to know about hepat, neg, and result?",0.5,0.715673836570804, Do you want to know about what a negative hepatitis test result means?,0.6666666666666666,0.488923022434901, Do you want to know about conditions that can cause similar symptoms to hepatitis?,0,0.5490746028893664, Do you want to know about other conditions that can cause similar symptoms to hepatitis?,0,0.5490746028893664, Do you want to know about other conditions that can cause similar symptoms to hepatitis?,0,0.5490746028893664,Do you want to know about hepatitis negative?,0,0.7445873411418696,Do you want to know about hepatitis symptoms?,0,0.6929165976925367,Do you want to know about hepatitis symptoms?,0,0.6929165976925367,Do you want to know about what causes hepatitis?,0,0.6929165976925367
What type of testing is used to confirm infection with these microorganisms?,"['infect', 'microorgan']",Do you want to know about microorganism infection tests?,{'test'},['What type of testing is used to confirm infection with these microorganisms?'],"Do you want to know about infect, microorgan, and test?",1.0,1.0676599048520075, Do you want to know about infection microorganisms and how they cause infections?,0,0.7451021228175467, Do you want to know about confirmatory testing for microorganisms?,0.6666666666666666,1.0097303962829152, Do you want to know about testing for infection with microorganisms?,1.0,1.0676599048520075, Do you want to know about testing for infection with microorganisms?,1.0,1.0676599048520075,Do you want to know about microorganisms infecting?,0,0.7788007830714049,Do you want to know about what type of testing is used to confirm infection with microorg,0.33333333333333337,0.4879219336661498,Do you want to know about what is used to confirm infection with microorgani,0,0.6933956560212984,Do you want to know about what is used to confirm infection with microorganisms,0,0.7451021228175467
Should I tell all of my doctors that I am taking theophylline?,"['doctor', 'theophyllin']",Do you want to know about talking to your doctor about theophylline,{'talk'},['Should I tell all of my doctors that I am taking theophylline?'],"Do you want to know about doctor, theophyllin, and take?",0,1.2007785714941597, Do you want to find a doctor who specializes in theophylline?,0,1.3376525474848726, Do you want to know about telling your doctors about taking theophylline?,0,0.7451021228175467, Do you want to know about disclosing theophylline use to your doctors?,0,0.7451021228175467, Do you want to know about how theophylline may interact with other medications,0,0.6933956560212984,Do you want to know about how to get theophylline to be used?,0,0.9396600131639694,Do you want to know about theophylline?,0,1.1449774529997572,Do you want to know about theophylline?,0,1.1449774529997572,Do you want to know about theophylline?,0,1.1449774529997572
How long does it take for CALR mutation test results?,"['calr', 'result']",Do you want to know about the length of CALR mutation test results?,"{'mutat', 'test', 'length'}",['How long does it take for CALR mutation test results?'],"Do you want to know about calr, result, and take?",0,0.6768425257199481, Do you want to know about CALR test results?,0.5,0.8510844184712946, Do you want to know about the turnaround time for CALR mutation test results?,0.5714285714285715,0.4111336169005197, Do you want to know about the average turnaround time for CALR mutation test results,0.5,0.3549481056010053, Do you want to know about the average time it takes to get CALR mutation,0.25,0.580240235081671,Do you want to know about CALR results?,0,0.7445873411418696,Do you want to know about CALR mutation test results,0.8,0.5115078115793242,Do you want to know about CALR mutation test results?,0.8,0.5115078115793242,Do you want to know about CALR results?,0,0.7445873411418696
"If I am infected but don't have symptoms, can I still spread the virus?","['infect', 'viru']",Do you want to know about the spread of infectious viruses?,"{'infecti', 'virus', 'spread'}","['If I am infected but don¡¦t have symptoms, can I still spread the virus?', 'Can herpes simplex virus cause serious infections?']","Do you want to know about infect, viru, and still?",0,0.8490786706070159, Do you want to know about ways to treat an infected virus?,0,0.626553704075208, Do you want to know about spreading the virus if you are infected but don't,0.4,0.5573682169778019, Do you want to know about asymptomatic virus transmission?,0,0.8490786706070159, Do you want to know about spreading the virus if you are infected but don't,0.4,0.5573682169778019,Do you want to know about infected virus?,0,1.0322987238701848,Do you want to know about spreading the virus,0.5,0.8828931479104666,Do you want to know about spreading the virus,0.5,0.8828931479104666,Do you want to know about infected virus?,0,1.0322987238701848
Why is the HIV RNA test used to test newborns for HIV infection?,"['rna', 'hiv']",Do you want to know about how RNA tests are used for HIV?,"{'use', 'test'}","['Can an HIV RNA test be used to screen for HIV?', 'Why is the HIV RNA test used to test newborns for HIV infection?']","Do you want to know about rna, hiv, and screen?",0,0.6539875562351284, Do you want to know about RNA HIV tests?,0.6666666666666666,0.6915076486107447, Do you want to know about why the HIV RNA test is used to test newborn,0.8,0.4905457530262492, Do you want to know about the HIV RNA test used to test newborns for,0.8,0.4905457530262492, Do you want to know about using the HIV RNA test to screen for HIV?,0.8,0.7106462520913265,Do you want to know about HIV infection in RNA?,0,0.8266973277544403,Do you want to know about HIV RNA test?,0.6666666666666666,1.0395168561479835,Do you want to know about RNA test for HIV,0.6666666666666666,0.5789300674674098,Do you want to know about HIV RNA test,0.6666666666666666,1.0395168561479835
Is an eGFR always calculated when a creatinine test is ordered?,"['egfr', 'creatinin']",Do you want to know about when eGFR is used regarding to creatinine?,"{'use', 'regard'}",['Is an eGFR always calculated when a creatinine test is ordered?'],"Do you want to know about egfr, creatinin, and order?",0,0.6539875562351284, Do you want to know about the estimated glomerular filtration rate (,0,0.626553704075208, Do you want to know about eGFR tests?,0,0.687597874961049, Do you want to know about eGFR and creatinine tests?,0,0.6539875562351284, Do you want to know about eGFR and creatinine tests?,0,0.6539875562351284,Do you want to know about eGFR creatinine?,0,0.7388720016189068,Do you want to know about eGFRs when ordering creatinine test?,0,0.5989311269184457,Do you want to know about eGFR creatinine test?,0,0.6539875562351284,Do you want to know about eGFR when ordering creatinine test?,0,0.5989311269184457
"If one child in my family has strep throat, is everyone going to get sick?","['strep', 'famili']",Do you want to know about if strep spreads?,{'spread'},"['If one child in my family has strep throat, is everyone going to get sick?']","Do you want to know about strep, famili, and get?",0,0.7433506013261361, Do you want to know about the strep family of bacteria?,0,0.7433506013261361, Do you want to know about the likelihood of other family members getting strep throat,0,0.4540625223322113, Do you want to know about the likelihood of other family members getting strep throat,0,0.4540625223322113, Do you want to know about how strep throat is spread within families?,0.5,0.4799064265619985,Do you want to know about how to get streps in your family?,0,0.9396600131639694,Do you want to know about how to get sick if you have strep th,0,0.6933956560212984,Do you want to know about strep throat in your family?,0,0.7433506013261361,Do you want to know about strep throat in your family?,0,0.7433506013261361
Can I take an ALK kinase inhibitor drug therapy without being tested?,"['kinas', 'without']",Do you want to know about taking an ALK kinase inhibitor without being tested?,"{'alk', 'inhibitor', 'test', 'take'}",['Can I take an ALK kinase inhibitor drug therapy without being tested?'],"Do you want to know about kinas, without, and drug?",0,0.5156963491966524, Do you want to know about kinase inhibitors that don't require a prescription?,0.25,0.6082490935238918, Do you want to know about taking ALK kinase inhibitor drug therapy without being,0.6666666666666665,0.6104735835807844, Do you want to know about taking an ALK kinase inhibitor drug therapy without,0.6666666666666665,0.6104735835807844, Do you want to know about taking an ALK kinase inhibitor drug therapy without,0.6666666666666665,0.6104735835807844,Do you want to know about kinase without,0,0.5798852043463434,Do you want to know about taking a ALK kinase inhibitor d,0.8571428571428571,0.7165313105737893,Do you want to know about taking kinase inhibitor drug without testing?,0.75,0.547836421275748,Do you want to know about taking kinase inhibitor drug without testing?,0.75,0.547836421275748
Will I be given general anesthesia for a bone marrow aspiration and/or biopsy?,"['anesthesia', 'biopsi']",Do you want to know about if anethesia is used for biopsy?,"{'use', 'anethesia'}",['Will I be given general anesthesia for a bone marrow aspiration and/or biopsy?'],"Do you want to know about anesthesia, biopsi, and gener?",0,0.9396600131639694, Do you want to know about having a biopsy done under anesthesia?,0,0.9396600131639694, Do you want to know about general anesthesia for a bone marrow aspiration and/or,0,0.410291804943526, Do you want to know about general anesthesia for a bone marrow aspiration and/or,0,0.410291804943526, Do you want to know about types of anesthesia used for a bone marrow aspiration and,0.28571428571428575,0.4540625223322113,Do you want to know about how to get anesthesia biopsy done?,0,0.6933956560212984,Do you want to know about general anesthesia for bone marrow biopsy,0,0.5490746028893664,Do you want to know about general anesthesia for bone marrow aspiration?,0,0.4961449113021113,Do you want to know about general anesthesia for bone marrow aspiration?,0,0.4961449113021113
Can the DHEAS test be performed in my healthcare practitioner's office?,"['dhea', 'healthcar']",Do you want to know about DHEAS tests that are performed,"{'test', 'perform'}","[""Can the DHEAS test be performed in my healthcare practitioner's office?""]","Do you want to know about dhea, healthcar, and test?",0.6666666666666666,0.7987822049880149, Do you want to know about DHEAS testing and what it measures?,0.5,0.668740304976422, Do you want to know about DHEAS tests done at your healthcare office?,0.4,0.41113361690051975, Do you want to know about DHEAS tests done at your healthcare office,0.4,0.41113361690051975, Do you want to know about DHEAS testing in healthcare settings?,0.5,0.5081327481546147,Do you want to know about DHEAS and other healthcare providers?,0,0.7433506013261361,Do you want to know about DHEAS test in healthcare practitioner's office?,0.4,0.41113361690051975,Do you want to know about DHEAS testing in healthcare practitioner's office?,0.4,0.41113361690051975,Do you want to know about DHEAS test in healthcare practitioner's office?,0.4,0.41113361690051975
My platelet count is low. How can I increase it?,"['platelet', 'increas']",Do you want to know about the increase in platelet number?,{'number'},['My platelet count is low. How can I increase it?'],"Do you want to know about platelet, increas, and count?",0,0.9396600131639694, Do you want to know about ways to increase platelet count?,0,0.8860807458582579, Do you want to know about ways to increase platelet count?,0,0.8860807458582579, Do you want to know about ways to increase platelet count?,0,0.8860807458582579, Do you want to know about ways to increase platelet count?,0,0.8860807458582579,Do you want to know about how to increase platelet sensitivity?,0,0.668740304976422,Do you want to know about how to increase platelet count?,0,0.668740304976422,Do you want to know about how to increase platelet count?,0,0.668740304976422,Do you want to know about how to increase platelet count?,0,0.668740304976422
Shouldn't someone with a family history of diabetes have a fructosamine test?,"['fructosamin', 'diabet']",Do you want to know about diabetes?,set(),"['If I have diabetes, should I have a fructosamine test?', 'Can a fructosamine test be used to screen for diabetes?', ""Shouldn't someone with a family history of diabetes have a fructosamine test?""]","Do you want to know about fructosamin, diabet, and screen?",0,0.9396600131639694, Do you want to know about fructosamine tests for diabetes?,0,0.9396600131639694, Do you want to know about fructosamine tests and family history of diabetes,0,0.5490746028893664, Do you want to know about fructosamine tests and diabetes?,0,0.9396600131639694, Do you want to know about fructosamine tests and diabetes?,0,0.9396600131639694,Do you want to know about fructosamine diabetes?,0,1.4669044488262981,Do you want to know about fructosamine test for family history of diabetes,0,0.5490746028893664,Do you want to know about fructosamine diabetes?,0,1.4669044488262981,Do you want to know about fructosamine test for diabetes,0,0.9396600131639694
My sodium level is only slightly out of range. What does this mean?,"['sodium', 'rang']",Do you want to know about why level sodium not in range?,{'level'},['My sodium level is only slightly out of range. What does this mean?'],"Do you want to know about sodium, rang, and level?",1.0,1.2696687552531354, Do you want to know about the normal range for sodium levels in the blood?,0.5,0.6238691974383496, Do you want to know about what a slightly out of range sodium level means?,0.5,0.6238691974383496, Do you want to know about what a slightly out of range sodium level means?,0.5,0.6238691974383496, Do you want to know about what a slightly out of range sodium level means?,0.5,0.6238691974383496,Do you want to know about the range of sodium in your body?,0,1.0097303962829152,Do you want to know about sodium levels?,1.0,1.2276169872346532,Do you want to know about sodium ranges?,0,1.4598908557176542,Do you want to know about sodium ranges?,0,1.4598908557176542
How does a healthcare practitioner locate the carcinoid or neuroendocrine tumor?,"['tumor', 'carcinoid']",Do you want to know about carcinoid tumor ?,set(),"['Are some people at a higher risk for developing a carcinoid tumor?', 'How does a healthcare practitioner locate the carcinoid tumor?', 'How does a healthcare practitioner locate the carcinoid or neuroendocrine tumor?', 'Are some people at a higher risk for developing a carcinoid tumor?']","Do you want to know about tumor, carcinoid, and locat?",0,1.0097303962829152, Do you want to know about carcinoid tumors?,0,1.0, Do you want to know about how a healthcare practitioner locates a carcinoid or,0,0.6933956560212984, Do you want to know about how a healthcare practitioner locates a carcinoid or,0,0.6933956560212984, Do you want to know about the risk factors for developing a carcinoid tumor?,0,0.7016548624658421,Do you want to know about if you have a tumor carcinoid?,0,1.5762914135669253,Do you want to know about how to locate carcinoid or neuroendocrine t,0,0.9396600131639694,Do you want to know about the carcinoid or neuroendocrine tumor?,0,0.7987822049880149,Do you want to know about the carcinoid or neuroendocrine tumor?,0,0.7987822049880149
Do healthcare practitioners test thyroid hormones during pregnancy?,"['thyroid', 'pregnanc']",Do you want to know about getting your thyroid hormone tested during pregnancy?,"{'test', 'hormon', 'get'}","['Do healthcare practitioners test thyroid hormones during pregnancy?', 'Do healthcare practitioners test thyroid hormones during pregnancy?']","Do you want to know about thyroid, pregnanc, and test?",0.5,0.715673836570804, Do you want to know about how pregnancy affects thyroid function?,0,0.6307153301422551, Do you want to know about testing thyroid hormones during pregnancy?,0.8,0.8300680555709739, Do you want to know about thyroid hormone testing during pregnancy?,0.8,0.5115078115793242, Do you want to know about testing thyroid hormones during pregnancy?,0.8,0.8300680555709739,Do you want to know about thyroid pregnancy?,0,0.7445873411418696,Do you want to know about thyroid hormones during pregnancy,0.5,0.8510844184712946,Do you want to know about thyroid hormone testing during pregnancy,0.8,0.5115078115793242,Do you want to know about thyroid hormone testing during pregnancy,0.8,0.5115078115793242
Does an abnormal Pap test always mean cancer?,"['abnorm', 'pap']",Do you want to know about Whether an abnormal Pap means cancer.,"{'mean', 'cancer', 'whether'}",['Does an abnormal Pap test always mean cancer?'],"Do you want to know about abnorm, pap, and test?",0,0.8049059473225744, Do you want to know about abnormal Pap smear results?,0,0.75005115814646, Do you want to know about abnormal Pap tests and cancer?,0.4,0.7930825407343808, Do you want to know about the meaning of an abnormal Pap test?,0.4,0.7930825407343808, Do you want to know about abnormal Pap tests?,0,0.8049059473225744,Do you want to know about abnormal Pap?,0,0.8854685638268697,Do you want to know about abnormal Pap test,0,0.8049059473225744,Do you want to know about abnormal Pap test,0,0.8049059473225744,Do you want to know about abnormal Pap tests?,0,0.8049059473225744
Can thyroglobulin testing be performed in my healthcare practitioner's office?,"['thyroglobulin', 'healthcar']",Do you want to know about thyroglobulin testing being performed in a healthcare office?,"{'offic', 'test', 'perform'}","[""Can thyroglobulin testing be performed in my healthcare practitioner's office?"", ""Why didn't my healthcare practitioner check my thyroglobulin level before removing my thyroid?""]","Do you want to know about thyroglobulin, healthcar, and level?",0,0.5354397244200156, Do you want to know about the thyroglobulin test used to check,0.3333333333333333,0.43012508513132625, Do you want to know about thyroglobulin testing done at your healthcare,0.4,0.4548019047027907, Do you want to know about thyroglobulin testing done at your healthcare,0.4,0.4548019047027907, Do you want to know about thyroglobulin testing in healthcare settings?,0.4,0.4548019047027907,Do you want to know about thyroglobulin in your healthcare system?,0,0.5354397244200156,Do you want to know about how to perform thyroglobulin testing,0.8,0.8510844184712946,Do you want to know about thyroglobulin testing in healthcare practition,0.4,0.4548019047027907,Do you want to know about how to check thyroglobulin levels in ,0,0.6298729432819214
Can porphyrin tests be done at my healthcare practitioner's office?,"['porphyrin', 'offic']",Do you want to know about prophyrin tests being done in a doctor's office?,"{'prophyrin', 'test', 'doctor', 'done'}","[""Can porphyrin tests be done at my healthcare practitioner's office?""]","Do you want to know about porphyrin, offic, and test?",0.4,0.6768425257199481, Do you want to know about the porphyrin testing done at your healthcare,0.5714285714285715,0.75005115814646, Do you want to know about porphyrin tests done at your healthcare office,0.5714285714285715,0.7419096884247227, Do you want to know about porphyrin tests done at your healthcare office,0.5714285714285715,0.7419096884247227, Do you want to know about porphyrin tests done at your healthcare office,0.5714285714285715,0.7419096884247227,Do you want to know about what is the difference between porphyrin and the off,0,0.6261208260094928,Do you want to know about porphyrin tests at your healthcare practitioner's off,0.28571428571428575,0.5869467509405675,Do you want to know about how to get porphyrin tests at your office?,0.3333333333333333,0.6307153301422551,Do you want to know about what can be done at your office?,0.4,0.7445873411418696
"In addition to acetaminophen levels, what other lab tests might be done?","['acetaminophen', 'test']",Do you want to know about tests used alongside tests for acetaminophen levels?,"{'level', 'use', 'alongsid'}","['In addition to acetaminophen levels, what other lab tests might be done?', 'Why might an ER doctor test a person for acetaminophen if he or she denies taking it?']","Do you want to know about acetaminophen, test, and level?",0.5,0.5859441791738228, Do you want to know about how acetaminophen is tested in the body?,0,0.5541517907978963, Do you want to know about other lab tests that might be done?,0,0.4968396981551133, Do you want to know about what other lab tests might be done in addition to,0,0.475980638558899, Do you want to know about the different types of tests that can be done for,0,0.4968396981551133,Do you want to know about acetaminophen tests?,0,0.5798852043463434,Do you want to know about lab tests for acetaminophen levels,0.4,0.5021834257655217,Do you want to know about lab tests for acetaminophen?,0,0.6590012524083576,Do you want to know about if acetaminophen tests are d,0,0.5798852043463434
Does it matter whether I have a lactoferrin or a calprotectin test?,"['lactoferrin', 'calprotectin']",Do you want to know about whether lactoferrin or calprotectin tests matter?,"{'test', 'matter', 'whether'}","['Does it matter whether I have a lactoferrin or a calprotectin test?', 'Should both a lactoferrin and a calprotectin test be done?']","Do you want to know about lactoferrin, calprotectin, and matter?",0.5,0.8510844184712946, Do you want to know about lactoferrin and calprotectin tests?,0.5,0.6265574618521033, Do you want to know about the difference between lactoferrin and calprotect,0,0.6298729432819214, Do you want to know about the difference between lactoferrin and calprotect,0,0.6298729432819214, Do you want to know about the difference between a lactoferrin and a,0,0.6929165976925367,Do you want to know about lactoferrin calprotectin?,0,0.8854685638268697,Do you want to know about what happens when you have a lactoferrin ,0,0.6929165976925367,Do you want to know about lactoferrin calprotectin test?,0.5,0.6265574618521033,Do you want to know about lactoferrin and calprotectin test,0.5,0.6265574618521033
"If I get treated, can I get syphilis again?","['treat', 'syphili']",Do you want to know about the relapse of syphilis after being treated?,{'relaps'},"['If I get treated, can I get syphilis again?']","Do you want to know about treat, syphili, and get?",0,1.0097303962829152, Do you want to know about the different ways syphilis can be treated?,0,0.8860807458582579, Do you want to know about the chances of getting syphilis again after treatment?,0,0.6933956560212984, Do you want to know about the chances of getting syphilis again after treatment?,0,0.6933956560212984, Do you want to know about the chances of getting syphilis again after treatment?,0,0.6933956560212984,Do you want to know about how to treat syphilis?,0,1.2276169872346532,Do you want to know about how to get syphilis treated,0,1.2007785714941597,Do you want to know about getting treated for syphilis?,0,1.0097303962829152,Do you want to know about how to get treated for syphilis?,0,1.0097303962829152
What is the difference between multidrug-resistant TB (MDR-TB) and extensively-resistant TB (XDR-TB)?,"['xdrtb', 'mdrtb']",Do you want to know about the difference between TB (XDR-TB) and TB (MDR-TB)?,"{'tb', 'differ'}",['What is the difference between multidrug-resistant TB (MDR-TB) and extensively-resistant TB (XDR-TB)?'],"Do you want to know about xdrtb, mdrtb, and tb?",0.6666666666666666,0.715673836570804, Do you want to know about XDRTB and MDRTB?,0,0.7445873411418696, Do you want to know about the difference between MDR-TB and XDR,0.5,0.5354397244200156, Do you want to know about the difference between multidrug-resistant TB and,0.8,0.5354397244200156, Do you want to know about the difference between MDR-TB and XDR,0.5,0.5354397244200156,Do you want to know about MDRTB XDRTB?,0,0.7445873411418696,Do you want to know about the difference between multidrug-resistant TB ,0.8,0.5354397244200156,Do you want to know about XDRTB MDRTB?,0,0.7445873411418696,Do you want to know about MDRTB and extensively resistant TB,0.4,0.6307153301422551
How do I know what to eat and where can I get help?,"['eat', 'help']",Do you want to know about Where you can get help with eating?,{'get'},['How do I know what to eat and where can I get help?'],"Do you want to know about eat, help, and get?",1.0,1.0676599048520075,"

What do you need help with specifically when it comes to eating?",0,1.208705522041144, Do you want to know about healthy eating habits?,0,0.9396600131639694, Do you want to know about healthy eating and where to get help?,0.6666666666666666,0.9369163177585036, Do you want to know about resources to help you with eating?,0,1.2007785714941597,Do you want to know about how to eat help?,0,1.2276169872346532,Do you want to know about eating and how to get help?,1.0,1.2696687552531354,Do you want to know about what to eat and where to get help?,1.0,1.2696687552531354,Do you want to know about what to eat and where can I get help?,1.0,1.2696687552531354
What other tests might my doctor order besides ESR?,"['test', 'esr']",Do you want to know about other tests besides ESR?,{'besid'},['What other tests might my doctor order besides ESR?'],"Do you want to know about test, esr, and order?",0,0.7987822049880149, Do you want to know about the erythrocyte sedimentation rate (,0,0.8490786706070159, Do you want to know about other tests that might be ordered along with an E,0,0.44660325247292076, Do you want to know about other tests that might be ordered along with an E,0,0.44660325247292076, Do you want to know about what other tests might be ordered along with an E,0,0.44660325247292076,Do you want to know about tests for ESR?,0,0.9487304297576223,Do you want to know about other tests for ESR?,0,0.9487304297576223,Do you want to know about tests for ESR?,0,0.9487304297576223,Do you want to know about tests for ESR?,0,0.9487304297576223
"Why would my healthcare practitioner order a ""baseline"" serum free light chain test?","['baselin', 'serum']",Do you want to know about What the reasons are for baseline serums?,{'reason'},"['Why would my healthcare practitioner order a ""baseline"" serum free light chain test?']","Do you want to know about baselin, serum, and light?",0,1.2007785714941597, Do you want to know about having a baseline serum test done?,0,0.8860807458582579, Do you want to know about the purpose of a baseline serum free light chain test,0,0.4942471721327082, Do you want to know about the purpose of a baseline serum free light chain test,0,0.4942471721327082, Do you want to know about the purpose of a baseline serum free light chain test,0,0.4942471721327082,Do you want to know about how to get baseline serum?,0,1.2007785714941597,Do you want to know about what to do with a serum free light chain test?,0,0.5490746028893664,Do you want to know about serum free light chain test?,0,0.5490746028893664,Do you want to know about what is serum free?,0,1.1424263334368485
How is the BMP different than the CMP and why would my doctor order one over the other?,"['bmp', 'differ']",Do you want to know about the difference between BMP and CMP?,{'cmp'},"['How is the BMP different than the CMP and why would my doctor order one over the other?', 'How is the CMP different than the BMP and why would my doctor order one over the other?']","Do you want to know about bmp, differ, and would?",0,1.0097303962829152,"

Do you want to know about the differences between BMP and other tests",0,0.668740304976422, Do you want to know about the BMP and CMP tests?,0.6666666666666666,1.2007785714941597, Do you want to know about the difference between the BMP and CMP?,1.0,1.0, Do you want to know about the differences between the BMP and CMP?,1.0,1.0,Do you want to know about different BMP tests?,0,0.668740304976422,Do you want to know about BMP differences?,0,1.2276169872346532,Do you want to know about different BMPs?,0,0.7788007830714049,Do you want to know about the different BMPs?,0,0.7788007830714049
Why isn't CA-125 used to screen for ovarian cancer?,"['ca', 'cancer']",Do you want to know about how CA-125 tests detect cancer,"{'detect', 'test'}","['Is CA-125 always increased in ovarian cancer?', ""I have a strong family history of breast cancer. Shouldn't I be screened for CA 15-3?"", 'Why isn¡¦t CA-125 used to screen for ovarian cancer?']","Do you want to know about ca, cancer, and screen?",0,0.6539875562351284, Do you want to know about the CA-125 cancer test?,0.6666666666666666,0.6915076486107447, Do you want to know about CA-125 and ovarian cancer screening?,0,0.5989311269184457, Do you want to know about CA-125 and ovarian cancer screening?,0,0.5989311269184457, Do you want to know about CA-125 cancer screening?,0,0.6539875562351284,Do you want to know about CA-125 cancer diagnosis,0,0.6539875562351284,Do you want to know about why CA-125 is used to screen for ovarian ca,0,0.44660325247292076,Do you want to know about why CA-125 is used to screen for ovarian ca,0,0.44660325247292076,Do you want to know about why CA-125 is increased in ovarian cancer?,0,0.5989311269184457
Is vitamin D a necessary component of calcium supplements?,"['necessari', 'calcium']",Do you want to know about vitamin D level and calcium supplements?,"{'level', 'vitamin', 'supplement'}",['Is vitamin D a necessary component of calcium supplements?'],"Do you want to know about necessari, calcium, and compon?",0,0.7693285502150031, Do you want to know about how much calcium you need in your diet?,0,0.6933956560212984, Do you want to know about calcium supplements containing vitamin D?,0.6666666666666666,0.9369163177585036, Do you want to know about the necessary components of calcium supplements?,0.4,0.8860807458582579, Do you want to know about the necessary amount of calcium per day?,0,0.5490746028893664,Do you want to know about the calcium required?,0,0.8897225230820115,Do you want to know about vitamin D supplements,0.8,0.7388720016189068,Do you want to know about calcium supplements?,0.5,1.1369641416316925,Do you want to know about calcium supplements?,0.5,1.1369641416316925
"My doctor told me I had a high cholesterol test, but instead of treating me, he told me to wait a few months and test it again. Why?","['cholesterol', 'treat']",Do you want to know about the methods for treating cholesterol?,{'method'},"['My doctor told me I had a high cholesterol test, but instead of treating me, he told me to wait a few months and test it again. Why?']","Do you want to know about cholesterol, treat, and high?",0,1.0097303962829152, Do you want to know about ways to treat high cholesterol?,0,0.7451021228175467, Do you want to know why your doctor wants you to wait a few months to,0,0.626553704075208, Do you want to know about why your doctor might have told you to wait a,0,0.626553704075208, Do you want to know about cholesterol treatments?,0,1.1424263334368485,Do you want to know about how to treat cholesterol?,0,1.4598908557176542,Do you want to know about how to wait for high cholesterol test?,0,0.6933956560212984,Do you want to know about what to do with cholesterol treatment?,0,1.1424263334368485,Do you want to know about what to do with cholesterol treatment?,0,1.1424263334368485
